"stat_property","month_edit","count"
"P105","2014-04",3350
"P105","2014-05",6938
"P105","2014-06",4124
"P105","2014-07",2172
"P105","2014-08",3342
"P105","2014-09",48129
"P105","2014-10",2742
"P105","2014-11",17038
"P105","2014-12",9120
"P105","2015-01",1871
"P105","2015-02",3867
"P105","2015-03",5967
"P105","2015-04",10529
"P105","2015-05",2697
"P105","2015-06",4708
"P105","2015-07",7571
"P105","2015-08",2476
"P105","2015-09",14438
"P105","2015-10",59852
"P105","2015-11",73640
"P105","2015-12",3107
"P105","2016-01",1463
"P105","2016-02",1663
"P105","2016-03",10096
"P105","2016-04",24822
"P105","2016-05",3277
"P105","2016-06",15883
"P105","2016-07",10249
"P105","2016-08",11844
"P105","2016-09",3983
"P105","2016-10",9
"P1050","2013-12",47
"P1050","2014-01",10
"P1050","2014-02",13
"P1050","2014-03",14
"P1050","2014-04",5
"P1050","2014-05",3498
"P1050","2014-06",21
"P1050","2014-07",14
"P1050","2014-08",24
"P1050","2014-09",13
"P1050","2014-10",5
"P1050","2014-11",166
"P1050","2014-12",36
"P1050","2015-01",10
"P1050","2015-02",7
"P1050","2015-03",19
"P1050","2015-04",2
"P1050","2015-05",13
"P1050","2015-06",17
"P1050","2015-07",272
"P1050","2015-08",39
"P1050","2015-09",83
"P1050","2015-10",41
"P1050","2015-11",27
"P1050","2015-12",22
"P1050","2016-01",25
"P1050","2016-02",26
"P1050","2016-03",35
"P1050","2016-04",35
"P1050","2016-05",24
"P1050","2016-06",15
"P1050","2016-07",20
"P1050","2016-08",24
"P1050","2016-09",30
"P1050","2016-10",1
"P1051","2013-12",1
"P1051","2014-05",1
"P1051","2014-07",1
"P1051","2015-02",820
"P1051","2015-03",3
"P1051","2015-04",4
"P1051","2015-05",877
"P1051","2015-06",2061
"P1051","2015-07",744
"P1051","2015-08",10
"P1051","2015-09",9
"P1051","2015-10",16
"P1051","2015-11",197
"P1051","2015-12",3
"P1051","2016-01",23
"P1051","2016-02",10
"P1051","2016-03",21
"P1051","2016-04",79
"P1051","2016-05",70
"P1051","2016-06",8
"P1051","2016-07",10
"P1051","2016-08",9
"P1051","2016-09",7
"P1052","2013-12",1
"P1052","2014-01",1
"P1052","2014-08",1
"P1052","2015-02",2
"P1052","2015-03",1
"P1052","2015-12",1
"P1053","2013-12",2
"P1053","2014-01",1
"P1053","2014-03",1
"P1053","2014-04",3
"P1053","2014-05",5
"P1053","2014-06",3
"P1053","2014-07",4
"P1053","2014-08",2
"P1053","2014-09",2
"P1053","2014-10",8
"P1053","2014-12",2
"P1053","2015-01",1
"P1053","2015-02",5
"P1053","2015-03",1
"P1053","2015-04",6
"P1053","2015-05",25
"P1053","2015-06",56
"P1053","2015-07",9
"P1053","2015-08",32
"P1053","2015-09",6
"P1053","2015-10",9
"P1053","2015-11",19
"P1053","2015-12",2
"P1053","2016-01",3
"P1053","2016-02",3
"P1053","2016-03",6
"P1053","2016-04",29
"P1053","2016-05",19
"P1053","2016-06",8
"P1053","2016-07",30
"P1053","2016-08",10
"P1053","2016-09",5
"P1054","2013-12",1
"P1054","2014-02",2
"P1054","2014-03",2
"P1054","2014-06",1
"P1054","2014-08",2
"P1054","2014-10",1
"P1054","2014-11",3
"P1054","2014-12",1
"P1054","2015-06",12
"P1054","2015-09",4
"P1054","2015-10",2
"P1054","2015-11",5
"P1054","2015-12",2
"P1054","2016-02",2
"P1054","2016-03",4
"P1054","2016-09",7
"P1055","2013-12",3
"P1055","2014-06",1
"P1055","2014-07",1
"P1055","2014-09",1
"P1055","2015-01",1
"P1055","2015-03",2
"P1055","2015-04",4
"P1055","2015-05",35
"P1055","2015-08",1
"P1055","2016-01",1
"P1055","2016-05",2
"P1055","2016-06",1
"P1055","2016-09",1
"P1056","2013-12",26
"P1056","2014-01",19
"P1056","2014-02",5
"P1056","2014-03",8
"P1056","2014-04",8
"P1056","2014-05",22
"P1056","2014-06",42
"P1056","2014-07",252
"P1056","2014-08",26
"P1056","2014-09",11
"P1056","2014-10",26
"P1056","2014-11",16
"P1056","2014-12",22
"P1056","2015-01",2
"P1056","2015-02",4
"P1056","2015-03",11
"P1056","2015-04",26
"P1056","2015-05",57
"P1056","2015-06",22
"P1056","2015-07",44
"P1056","2015-08",28
"P1056","2015-09",117
"P1056","2015-10",138
"P1056","2015-11",62
"P1056","2015-12",63
"P1056","2016-01",71
"P1056","2016-02",61
"P1056","2016-03",589
"P1056","2016-04",176
"P1056","2016-05",73
"P1056","2016-06",1858
"P1056","2016-07",62
"P1056","2016-08",83
"P1056","2016-09",108
"P1057","2013-12",3
"P1057","2014-07",1
"P1057","2014-08",119
"P1057","2014-09",18880
"P1057","2014-10",24890
"P1057","2014-11",15
"P1057","2014-12",1885
"P1057","2015-01",37
"P1057","2015-02",5438
"P1057","2015-03",4447
"P1057","2015-04",3
"P1057","2015-05",3
"P1057","2015-06",132
"P1057","2015-07",4
"P1057","2015-08",6
"P1057","2015-09",396
"P1057","2015-10",2500
"P1057","2015-11",217
"P1057","2015-12",109
"P1057","2016-01",13
"P1057","2016-02",20
"P1057","2016-03",7
"P1057","2016-04",2
"P1057","2016-05",92
"P1057","2016-06",19426
"P1057","2016-07",5
"P1057","2016-08",1
"P1057","2016-09",14
"P1058","2014-01",1
"P1058","2014-02",22497
"P1058","2014-03",2
"P1058","2014-04",22
"P1058","2014-05",15
"P1058","2014-06",35
"P1058","2014-07",21
"P1058","2014-08",5
"P1058","2014-09",5
"P1058","2014-10",9
"P1058","2014-11",4
"P1058","2014-12",4
"P1058","2015-01",8
"P1058","2015-02",9
"P1058","2015-03",5
"P1058","2015-04",5
"P1058","2015-05",7
"P1058","2015-06",8
"P1058","2015-07",3
"P1058","2015-08",8
"P1058","2015-09",3
"P1058","2015-10",20
"P1058","2015-11",10
"P1058","2015-12",26
"P1058","2016-01",22
"P1058","2016-02",16
"P1058","2016-03",13
"P1058","2016-04",5
"P1058","2016-05",2
"P1058","2016-06",3
"P1058","2016-07",6
"P1058","2016-08",16
"P1058","2016-09",4
"P1059","2014-01",14
"P1059","2014-02",15
"P1059","2014-03",7
"P1059","2014-04",9
"P1059","2014-05",4
"P1059","2014-06",1
"P1059","2014-07",4
"P1059","2014-08",11
"P1059","2014-09",9
"P1059","2014-10",5
"P1059","2014-11",4
"P1059","2014-12",2
"P1059","2015-01",8
"P1059","2015-02",4
"P1059","2015-03",4
"P1059","2015-04",4
"P1059","2015-05",12
"P1059","2015-06",1
"P1059","2015-07",6
"P1059","2015-08",4
"P1059","2015-09",2
"P1059","2015-10",13
"P1059","2015-11",9
"P1059","2015-12",4
"P1059","2016-01",11
"P1059","2016-02",32
"P1059","2016-03",85
"P1059","2016-04",157
"P1059","2016-05",195
"P1059","2016-06",352
"P1059","2016-07",56
"P1059","2016-08",75
"P1059","2016-09",151
"P1059","2016-10",1
"P106","2013-02",1828
"P106","2013-03",7876
"P106","2013-04",202357
"P106","2013-05",68555
"P106","2013-06",14623
"P106","2013-07",14284
"P106","2013-08",30963
"P106","2013-09",30101
"P106","2013-10",15016
"P106","2013-11",19377
"P106","2013-12",15105
"P106","2014-01",18404
"P106","2014-02",22407
"P106","2014-03",29110
"P106","2014-04",46719
"P106","2014-05",93357
"P106","2014-06",70199
"P106","2014-07",383689
"P106","2014-08",153130
"P106","2014-09",107957
"P106","2014-10",50092
"P106","2014-11",160493
"P106","2014-12",74463
"P106","2015-01",77511
"P106","2015-02",103761
"P106","2015-03",92529
"P106","2015-04",54495
"P106","2015-05",26882
"P106","2015-06",32445
"P106","2015-07",27938
"P106","2015-08",75763
"P106","2015-09",29735
"P106","2015-10",60830
"P106","2015-11",66144
"P106","2015-12",153567
"P106","2016-01",57641
"P106","2016-02",47797
"P106","2016-03",58312
"P106","2016-04",122524
"P106","2016-05",156502
"P106","2016-06",36859
"P106","2016-07",79615
"P106","2016-08",47514
"P106","2016-09",55103
"P106","2016-10",3034
"P1060","2014-01",2
"P1060","2014-07",1
"P1060","2014-08",2
"P1060","2015-01",1
"P1060","2015-03",2
"P1060","2015-04",2
"P1060","2015-10",3
"P1060","2015-11",2
"P1060","2016-02",5
"P1060","2016-04",2
"P1060","2016-08",1
"P1060","2016-09",1
"P1064","2014-01",15
"P1064","2014-02",1
"P1064","2014-03",2
"P1064","2014-04",4
"P1064","2014-05",2
"P1064","2014-06",4600
"P1064","2014-07",17
"P1064","2014-08",9
"P1064","2014-09",9
"P1064","2014-10",8
"P1064","2014-11",7
"P1064","2014-12",38
"P1064","2015-01",76
"P1064","2015-02",43
"P1064","2015-03",168
"P1064","2015-04",36
"P1064","2015-05",39
"P1064","2015-06",35
"P1064","2015-07",21
"P1064","2015-08",4
"P1064","2015-09",112
"P1064","2015-10",37
"P1064","2015-11",21
"P1064","2015-12",9
"P1064","2016-01",7
"P1064","2016-02",34
"P1064","2016-03",2073
"P1064","2016-04",163
"P1064","2016-05",171
"P1064","2016-06",131
"P1064","2016-07",315
"P1064","2016-08",71
"P1064","2016-09",108
"P1065","2014-01",2
"P1065","2014-02",1
"P1065","2014-03",1
"P1065","2014-04",1
"P1065","2014-08",14
"P1065","2014-09",4
"P1065","2014-10",8
"P1065","2014-11",4
"P1065","2014-12",13
"P1065","2015-01",7
"P1065","2015-02",17
"P1065","2015-03",18
"P1065","2015-04",3
"P1065","2015-05",10
"P1065","2015-06",3
"P1065","2015-07",1
"P1065","2015-08",3
"P1065","2015-09",5
"P1065","2015-10",7
"P1065","2015-11",9
"P1065","2016-01",4
"P1065","2016-02",3
"P1065","2016-03",6
"P1065","2016-04",1
"P1065","2016-05",18
"P1065","2016-06",17
"P1065","2016-07",8
"P1065","2016-08",10
"P1065","2016-09",86
"P1065","2016-10",4
"P1066","2014-01",40
"P1066","2014-02",89
"P1066","2014-03",332
"P1066","2014-04",71
"P1066","2014-05",97
"P1066","2014-06",46
"P1066","2014-07",27
"P1066","2014-08",88
"P1066","2014-09",67
"P1066","2014-10",21
"P1066","2014-11",95
"P1066","2014-12",715
"P1066","2015-01",83
"P1066","2015-02",58
"P1066","2015-03",165
"P1066","2015-04",110
"P1066","2015-05",640
"P1066","2015-06",587
"P1066","2015-07",366
"P1066","2015-08",334
"P1066","2015-09",750
"P1066","2015-10",405
"P1066","2015-11",198
"P1066","2015-12",1985
"P1066","2016-01",150
"P1066","2016-02",173
"P1066","2016-03",567
"P1066","2016-04",876
"P1066","2016-05",341
"P1066","2016-06",211
"P1066","2016-07",152
"P1066","2016-08",234
"P1066","2016-09",407
"P1066","2016-10",37
"P1067","2014-01",1889
"P1067","2014-02",269
"P1067","2014-03",671
"P1067","2014-04",1024
"P1067","2014-05",196
"P1067","2014-06",2
"P1067","2014-07",4
"P1067","2014-08",63
"P1067","2014-09",39
"P1067","2014-10",136
"P1067","2014-11",77
"P1067","2014-12",123
"P1067","2015-01",123
"P1067","2015-02",219
"P1067","2015-03",176
"P1067","2015-04",111
"P1067","2015-05",50
"P1067","2015-06",31
"P1067","2015-07",7
"P1067","2015-08",11
"P1067","2015-10",11
"P1067","2015-11",18
"P1067","2016-02",5
"P1067","2016-03",42
"P1067","2016-04",13
"P1067","2016-05",30
"P1067","2016-06",46
"P1067","2016-08",49
"P1067","2016-09",41
"P1067","2016-10",2
"P1068","2014-01",28
"P1068","2014-02",3
"P1068","2014-03",4
"P1068","2014-04",1
"P1068","2014-07",12
"P1068","2014-10",2
"P1068","2014-11",1
"P1068","2015-06",10
"P1068","2015-12",1
"P1068","2016-01",5
"P1068","2016-02",1
"P1068","2016-03",2
"P1068","2016-04",1
"P1068","2016-05",1
"P1068","2016-07",5
"P1068","2016-08",16
"P1068","2016-09",3
"P1068","2016-10",1
"P1069","2014-01",1
"P1069","2014-02",3
"P107","2013-02",85337
"P107","2013-03",880389
"P107","2013-04",1051387
"P107","2013-05",1711504
"P107","2013-06",214076
"P107","2013-07",708491
"P107","2013-08",183850
"P107","2013-09",10267
"P107","2013-10",2353
"P107","2013-11",1004
"P107","2013-12",717
"P107","2014-01",806
"P107","2014-02",273
"P107","2014-03",390
"P107","2014-04",655
"P107","2014-05",613
"P107","2014-06",1142
"P107","2014-07",822
"P107","2014-08",2829
"P107","2014-09",66
"P107","2014-10",265
"P107","2014-11",3218
"P107","2014-12",77
"P107","2015-01",68
"P107","2015-02",63
"P107","2015-03",49
"P107","2015-04",247
"P107","2015-05",2
"P107","2015-08",1
"P107","2015-12",1
"P1070","2014-01",2
"P1070","2014-02",140930
"P1070","2014-03",72993
"P1070","2014-04",2347
"P1070","2014-05",11037
"P1070","2014-06",9257
"P1070","2014-07",12471
"P1070","2014-08",797
"P1070","2014-09",322
"P1070","2014-10",142
"P1070","2014-11",139
"P1070","2014-12",127
"P1070","2015-01",56
"P1070","2015-02",46036
"P1070","2015-03",180
"P1070","2015-04",58
"P1070","2015-05",336
"P1070","2015-06",39
"P1070","2015-07",54
"P1070","2015-08",249
"P1070","2015-09",167
"P1070","2015-10",76
"P1070","2015-11",854
"P1070","2015-12",49
"P1070","2016-01",46
"P1070","2016-02",99
"P1070","2016-03",228
"P1070","2016-04",1147
"P1070","2016-05",208
"P1070","2016-06",1473
"P1070","2016-07",1136
"P1070","2016-08",139
"P1070","2016-09",14
"P1071","2014-01",6
"P1071","2014-02",5
"P1071","2014-03",98
"P1071","2014-04",56
"P1071","2014-05",55
"P1071","2014-06",15
"P1071","2014-07",40
"P1071","2014-08",25
"P1071","2014-09",11
"P1071","2014-10",38
"P1071","2014-11",178
"P1071","2014-12",284
"P1071","2015-01",100
"P1071","2015-02",103
"P1071","2015-03",71
"P1071","2015-04",53
"P1071","2015-05",17
"P1071","2015-06",25
"P1071","2015-07",13
"P1071","2015-08",26
"P1071","2015-09",98
"P1071","2015-10",14
"P1071","2015-11",229
"P1071","2015-12",16
"P1071","2016-01",13
"P1071","2016-02",17
"P1071","2016-03",157
"P1071","2016-04",124
"P1071","2016-05",304
"P1071","2016-06",109
"P1071","2016-07",1418
"P1071","2016-08",90
"P1071","2016-09",291
"P1071","2016-10",1
"P1072","2014-01",10
"P1072","2014-02",4
"P1072","2014-03",4
"P1072","2014-05",12
"P1072","2014-07",4
"P1072","2014-08",1
"P1072","2014-09",9
"P1072","2014-10",7
"P1072","2014-12",1
"P1072","2015-02",1
"P1072","2015-04",3
"P1072","2015-05",2
"P1072","2015-06",2
"P1072","2015-09",25
"P1072","2015-10",32
"P1072","2015-12",99
"P1072","2016-01",7
"P1072","2016-05",1
"P1072","2016-07",10
"P1072","2016-08",20
"P1072","2016-09",1
"P1073","2014-01",10
"P1073","2014-02",4
"P1073","2014-03",3
"P1073","2014-05",4
"P1073","2014-06",6
"P1073","2014-08",1
"P1073","2014-09",1
"P1073","2014-10",6
"P1073","2014-12",1
"P1073","2015-02",1
"P1073","2015-03",7
"P1073","2015-04",1
"P1073","2015-05",3
"P1073","2015-09",2
"P1073","2015-10",11
"P1073","2015-12",89
"P1073","2016-01",2
"P1073","2016-05",1
"P1073","2016-06",6
"P1073","2016-07",5
"P1073","2016-08",20
"P1074","2014-01",15
"P1074","2014-02",96
"P1074","2014-03",10
"P1074","2014-04",27
"P1074","2014-05",2
"P1074","2014-06",3
"P1074","2014-07",6
"P1074","2014-08",13
"P1074","2014-09",18
"P1074","2014-10",14
"P1074","2014-11",7
"P1074","2014-12",5
"P1074","2015-01",22
"P1074","2015-02",7
"P1074","2015-03",8
"P1074","2015-04",20
"P1074","2015-05",8
"P1074","2015-06",14
"P1074","2015-07",4
"P1074","2015-08",14
"P1074","2015-09",14
"P1074","2015-10",9
"P1074","2015-11",6
"P1074","2015-12",12
"P1074","2016-01",11
"P1074","2016-02",2
"P1074","2016-03",5
"P1074","2016-04",2
"P1074","2016-05",1
"P1074","2016-06",29
"P1074","2016-07",3
"P1074","2016-08",5
"P1074","2016-09",8
"P1075","2014-01",6
"P1075","2014-02",2
"P1075","2014-03",9
"P1075","2014-04",2
"P1075","2014-05",146
"P1075","2014-06",50
"P1075","2014-07",2
"P1075","2014-08",1
"P1075","2014-09",1
"P1075","2014-10",2
"P1075","2014-11",10
"P1075","2014-12",8
"P1075","2015-01",1
"P1075","2015-02",2
"P1075","2015-04",3
"P1075","2015-05",2
"P1075","2015-06",78
"P1075","2015-07",14
"P1075","2015-08",11
"P1075","2015-09",31
"P1075","2015-10",21
"P1075","2015-11",14
"P1075","2015-12",7
"P1075","2016-01",48
"P1075","2016-03",60
"P1075","2016-04",3
"P1075","2016-05",13
"P1075","2016-06",36
"P1075","2016-07",4
"P1075","2016-09",5
"P1076","2014-01",22
"P1076","2014-05",93
"P1076","2014-06",154
"P1076","2014-07",8
"P1076","2014-08",11
"P1076","2014-09",1
"P1076","2014-10",40
"P1076","2014-11",7
"P1076","2014-12",23
"P1076","2015-01",25
"P1076","2015-02",1
"P1076","2015-04",1
"P1076","2015-05",1
"P1076","2015-06",1
"P1076","2015-08",2
"P1077","2014-01",40
"P1077","2014-02",32894
"P1077","2014-03",1
"P1077","2014-05",1
"P1077","2014-07",2
"P1077","2014-08",4
"P1077","2014-09",6
"P1077","2014-10",1
"P1077","2014-11",2
"P1077","2015-01",7
"P1077","2015-04",3
"P1077","2015-05",1
"P1077","2015-06",1
"P1077","2015-07",2
"P1077","2015-08",1
"P1077","2015-09",5
"P1077","2015-10",2
"P1077","2015-11",47
"P1077","2015-12",6
"P1077","2016-02",11783
"P1077","2016-03",2
"P1077","2016-04",1
"P1077","2016-05",1057
"P1077","2016-06",3
"P1077","2016-07",11
"P1077","2016-08",1
"P1078","2014-01",4
"P1078","2016-09",4
"P1079","2014-01",2
"P1079","2015-03",2
"P1079","2016-08",1
"P108","2013-02",99
"P108","2013-03",207
"P108","2013-04",106
"P108","2013-05",160
"P108","2013-06",1598
"P108","2013-07",133
"P108","2013-08",164
"P108","2013-09",3020
"P108","2013-10",188
"P108","2013-11",164
"P108","2013-12",355
"P108","2014-01",106
"P108","2014-02",166
"P108","2014-03",436
"P108","2014-04",586
"P108","2014-05",334
"P108","2014-06",5964
"P108","2014-07",22094
"P108","2014-08",13675
"P108","2014-09",8646
"P108","2014-10",9052
"P108","2014-11",6834
"P108","2014-12",4122
"P108","2015-01",3563
"P108","2015-02",4079
"P108","2015-03",886
"P108","2015-04",461
"P108","2015-05",752
"P108","2015-06",1179
"P108","2015-07",1819
"P108","2015-08",2507
"P108","2015-09",2705
"P108","2015-10",1923
"P108","2015-11",1309
"P108","2015-12",1081
"P108","2016-01",1868
"P108","2016-02",1536
"P108","2016-03",2725
"P108","2016-04",2673
"P108","2016-05",18012
"P108","2016-06",8534
"P108","2016-07",3602
"P108","2016-08",4609
"P108","2016-09",2196
"P108","2016-10",67
"P1080","2014-01",52
"P1080","2014-02",386
"P1080","2014-03",164
"P1080","2014-04",122
"P1080","2014-05",62
"P1080","2014-06",1626
"P1080","2014-07",1443
"P1080","2014-08",3985
"P1080","2014-09",112
"P1080","2014-10",2743
"P1080","2014-11",195
"P1080","2014-12",538
"P1080","2015-01",109
"P1080","2015-02",130
"P1080","2015-03",254
"P1080","2015-04",743
"P1080","2015-05",2426
"P1080","2015-06",616
"P1080","2015-07",94
"P1080","2015-08",236
"P1080","2015-09",58
"P1080","2015-10",183
"P1080","2015-11",116
"P1080","2015-12",424
"P1080","2016-01",80
"P1080","2016-02",258
"P1080","2016-03",17
"P1080","2016-04",307
"P1080","2016-05",159
"P1080","2016-06",52
"P1080","2016-07",328
"P1080","2016-08",269
"P1080","2016-09",577
"P1080","2016-10",6
"P1081","2014-01",1
"P1081","2014-02",16
"P1081","2014-04",9
"P1081","2014-06",1
"P1081","2014-07",5
"P1081","2014-09",1
"P1081","2015-01",1
"P1081","2015-02",3
"P1081","2015-05",15
"P1081","2015-07",1
"P1081","2015-08",1
"P1081","2015-09",4
"P1081","2015-11",2
"P1081","2016-02",4
"P1081","2016-06",1
"P1081","2016-08",2
"P1082","2014-01",121
"P1082","2014-02",18952
"P1082","2014-03",25901
"P1082","2014-04",3775
"P1082","2014-05",2419
"P1082","2014-06",3034
"P1082","2014-07",6667
"P1082","2014-08",103600
"P1082","2014-09",89551
"P1082","2014-10",21375
"P1082","2014-11",1875
"P1082","2014-12",2542
"P1082","2015-01",1046
"P1082","2015-02",2664
"P1082","2015-03",2762
"P1082","2015-04",1352
"P1082","2015-05",2935
"P1082","2015-06",23736
"P1082","2015-07",1855
"P1082","2015-08",1043
"P1082","2015-09",4508
"P1082","2015-10",5885
"P1082","2015-11",947
"P1082","2015-12",1385
"P1082","2016-01",19456
"P1082","2016-02",2670
"P1082","2016-03",6346
"P1082","2016-04",2549
"P1082","2016-05",48931
"P1082","2016-06",25711
"P1082","2016-07",4908
"P1082","2016-08",20355
"P1082","2016-09",49603
"P1082","2016-10",1298
"P1083","2014-02",23
"P1083","2014-03",29
"P1083","2014-04",11178
"P1083","2014-05",36
"P1083","2014-06",59
"P1083","2014-07",79
"P1083","2014-08",55
"P1083","2014-09",74
"P1083","2014-10",44
"P1083","2014-11",20
"P1083","2014-12",22
"P1083","2015-01",15
"P1083","2015-02",41
"P1083","2015-03",25
"P1083","2015-04",57
"P1083","2015-05",46
"P1083","2015-06",38
"P1083","2015-07",31
"P1083","2015-08",67
"P1083","2015-09",75
"P1083","2015-10",343
"P1083","2015-11",118
"P1083","2015-12",36
"P1083","2016-01",51
"P1083","2016-02",88
"P1083","2016-03",41
"P1083","2016-04",48
"P1083","2016-05",57
"P1083","2016-06",51
"P1083","2016-07",34
"P1083","2016-08",36
"P1083","2016-09",48
"P1084","2014-01",2
"P1084","2014-07",2
"P1084","2015-03",1
"P1084","2015-08",1
"P1085","2014-01",3
"P1085","2014-02",48
"P1085","2014-03",13
"P1085","2014-04",1
"P1085","2014-05",1
"P1085","2014-06",1
"P1085","2014-07",4
"P1085","2014-08",2
"P1085","2014-09",1
"P1085","2014-10",4
"P1085","2014-11",2
"P1085","2015-03",3
"P1085","2015-04",2
"P1085","2015-05",2
"P1085","2015-06",5
"P1085","2015-07",2
"P1085","2015-08",1
"P1085","2015-10",4
"P1085","2015-12",2
"P1085","2016-02",17
"P1085","2016-03",3
"P1085","2016-04",11
"P1085","2016-05",1
"P1085","2016-06",2
"P1085","2016-07",4
"P1085","2016-08",3
"P1085","2016-09",43
"P1086","2014-01",13
"P1086","2014-02",70
"P1086","2014-03",29
"P1086","2014-04",23
"P1086","2014-05",2
"P1086","2014-07",20
"P1086","2014-08",55
"P1086","2014-09",5
"P1086","2014-10",1
"P1086","2015-01",4659
"P1086","2015-03",1
"P1086","2015-04",22
"P1086","2015-05",2
"P1086","2015-07",6
"P1086","2015-08",5
"P1086","2015-09",7
"P1086","2015-10",15
"P1086","2015-12",2
"P1086","2016-01",5
"P1086","2016-03",4
"P1086","2016-04",6
"P1086","2016-06",1
"P1086","2016-07",2
"P1086","2016-08",1
"P1086","2016-09",7
"P1087","2014-01",2
"P1087","2014-03",1
"P1087","2014-05",1
"P1087","2015-02",2
"P1087","2015-03",1
"P1087","2015-05",1
"P1087","2015-06",2690
"P1087","2015-07",3
"P1087","2015-08",2
"P1087","2015-09",8
"P1087","2015-10",9
"P1087","2015-11",8
"P1087","2015-12",16
"P1087","2016-01",5
"P1087","2016-02",3
"P1087","2016-03",7
"P1087","2016-04",168
