"stat_property","month_edit","no_item","no_user"
"P352","2014-11",1,1
"P352","2014-12",2,2
"P352","2015-01",1,1
"P352","2015-02",1,1
"P352","2015-04",1,1
"P352","2015-06",1,1
"P352","2015-07",1,1
"P352","2015-08",1,1
"P352","2015-09",5,4
"P352","2015-10",28507,7
"P352","2015-11",15686,6
"P352","2015-12",4,2
"P352","2016-01",26024,7
"P352","2016-02",2412,5
"P352","2016-03",212357,3
"P352","2016-04",1,1
"P352","2016-05",76912,5
"P352","2016-06",4944,3
"P352","2016-07",6,2
"P352","2016-08",58,5
"P352","2016-09",2,2
"P353","2013-03",1,1
"P353","2013-04",2,1
"P353","2013-07",11,2
"P353","2013-08",6,1
"P353","2013-09",1591,1
"P353","2013-12",300,1
"P353","2014-01",2,1
"P353","2014-05",5,4
"P353","2014-06",1,1
"P353","2014-08",131,2
"P353","2014-09",23681,1
"P353","2014-10",66743,8
"P353","2014-11",5,4
"P353","2014-12",3,3
"P353","2015-01",40,6
"P353","2015-02",7,6
"P353","2015-03",2939,4
"P353","2015-04",5,4
"P353","2015-05",3,3
"P353","2015-06",132,5
"P353","2015-07",13,2
"P353","2015-08",28425,6
"P353","2015-09",14679,4
"P353","2015-10",2791,49
"P353","2015-11",203,32
"P353","2015-12",76,17
"P353","2016-01",31,8
"P353","2016-02",50,3
"P353","2016-03",5,6
"P353","2016-04",2,1
"P353","2016-05",233,7
"P353","2016-06",531,4
"P353","2016-07",6,4
"P353","2016-08",8,4
"P353","2016-09",6,4
"P354","2013-03",1,1
"P354","2013-04",2,1
"P354","2013-07",4,2
"P354","2013-08",3,1
"P354","2013-09",819,1
"P354","2013-12",153,1
"P354","2014-01",1,1
"P354","2014-05",5,4
"P354","2014-06",1,1
"P354","2014-08",131,2
"P354","2014-09",23680,1
"P354","2014-10",10753,5
"P354","2014-11",3,3
"P354","2014-12",2,2
"P354","2015-01",33,5
"P354","2015-02",5,5
"P354","2015-03",2935,1
"P354","2015-04",2,1
"P354","2015-05",1,1
"P354","2015-06",15,4
"P354","2015-08",1642,4
"P354","2015-09",2736,2
"P354","2015-10",841,47
"P354","2015-11",136,31
"P354","2015-12",50,16
"P354","2016-01",22,8
"P354","2016-02",34,5
"P354","2016-03",4,4
"P354","2016-04",2,1
"P354","2016-05",63,7
"P354","2016-06",465,2
"P354","2016-07",4,4
"P354","2016-08",7,4
"P354","2016-09",11,4
"P355","2013-04",6,6
"P355","2013-05",7,2
"P355","2013-06",12,7
"P355","2013-07",27,6
"P355","2013-08",6,4
"P355","2013-09",1,1
"P355","2013-10",9,5
"P355","2013-11",8,6
"P355","2013-12",2,2
"P355","2014-01",7,5
"P355","2014-02",11,8
"P355","2014-03",4,5
"P355","2014-04",4,4
"P355","2014-05",8,3
"P355","2014-06",30,7
"P355","2014-07",25,10
"P355","2014-08",15,5
"P355","2014-09",7,5
"P355","2014-10",5,3
"P355","2014-11",7,6
"P355","2014-12",18,9
"P355","2015-01",16,8
"P355","2015-02",2,2
"P355","2015-03",7,8
"P355","2015-04",13,10
"P355","2015-05",15,9
"P355","2015-06",20,11
"P355","2015-07",26,9
"P355","2015-08",67,17
"P355","2015-09",753,18
"P355","2015-10",161,29
"P355","2015-11",58,27
"P355","2015-12",65,26
"P355","2016-01",53,27
"P355","2016-02",77,32
"P355","2016-03",100,37
"P355","2016-04",67,29
"P355","2016-05",71,30
"P355","2016-06",47,23
"P355","2016-07",69,21
"P355","2016-08",55,29
"P355","2016-09",62,29
"P355","2016-10",1,1
"P356","2013-05",1,1
"P356","2013-06",4,4
"P356","2013-07",7,5
"P356","2013-08",23,5
"P356","2013-09",3,1
"P356","2013-10",5,5
"P356","2013-11",3,2
"P356","2013-12",4,4
"P356","2014-01",5,3
"P356","2014-02",5,3
"P356","2014-03",7,4
"P356","2014-04",12,2
"P356","2014-05",5,2
"P356","2014-06",1,1
"P356","2014-07",1,1
"P356","2014-08",9,5
"P356","2014-09",11,5
"P356","2014-10",9,4
"P356","2014-11",3,2
"P356","2014-12",3,2
"P356","2015-01",6,4
"P356","2015-02",15,6
"P356","2015-03",12,5
"P356","2015-04",8,5
"P356","2015-05",24,10
"P356","2015-06",10,6
"P356","2015-07",5,3
"P356","2015-08",21,7
"P356","2015-09",299,10
"P356","2015-10",13597,9
"P356","2015-11",499,6
"P356","2015-12",7,3
"P356","2016-01",7626,13
"P356","2016-02",2566,12
"P356","2016-03",1616,13
"P356","2016-04",13391,16
"P356","2016-05",19616,17
"P356","2016-06",59268,17
"P356","2016-07",2717,12
"P356","2016-08",41371,18
"P356","2016-09",51664,26
"P356","2016-10",160,2
"P357","2013-03",2,2
"P357","2013-04",2511,27
"P357","2013-05",192,32
"P357","2013-06",150,30
"P357","2013-07",70,31
"P357","2013-08",290,31
"P357","2013-09",125,22
"P357","2013-10",78,30
"P357","2013-11",100,31
"P357","2013-12",73,27
"P357","2014-01",150,36
"P357","2014-02",39759,54
"P357","2014-03",7842,43
"P357","2014-04",477,48
"P357","2014-05",189,48
"P357","2014-06",275,82
"P357","2014-07",416,98
"P357","2014-08",330,72
"P357","2014-09",320,83
"P357","2014-10",200,54
"P357","2014-11",216,46
"P357","2014-12",108,39
"P357","2015-01",41,21
"P357","2015-02",17,13
"P357","2015-03",14,13
"P357","2015-04",17,15
"P357","2015-05",23,14
"P357","2015-06",14,13
"P357","2015-07",9,8
"P357","2015-08",8,9
"P357","2015-09",14,12
"P357","2015-10",19,17
"P357","2015-11",14,13
"P357","2015-12",26,19
"P357","2016-01",12,10
"P357","2016-02",15,8
"P357","2016-03",7,5
"P357","2016-04",8,9
"P357","2016-05",3,2
"P357","2016-06",3,4
"P357","2016-07",5,5
"P357","2016-08",10,4
"P357","2016-09",5,6
"P358","2013-03",3163,7
"P358","2013-04",12,11
"P358","2013-05",8,2
"P358","2013-06",8,5
"P358","2013-07",21,9
"P358","2013-08",98,4
"P358","2013-09",2,2
"P358","2013-10",3,4
"P358","2013-11",7,8
"P358","2013-12",7,5
"P358","2014-01",5,3
"P358","2014-02",3,3
"P358","2014-03",6,5
"P358","2014-04",5,5
"P358","2014-05",1,1
"P358","2014-06",7,6
"P358","2014-07",9,7
"P358","2014-08",7,3
"P358","2014-09",6,6
"P358","2014-10",4,3
"P358","2014-11",9,8
"P358","2014-12",11,10
"P358","2015-01",7,6
"P358","2015-02",10,11
"P358","2015-03",11,9
"P358","2015-04",5,6
"P358","2015-05",11,11
"P358","2015-06",10,9
"P358","2015-07",8,9
"P358","2015-08",10,9
"P358","2015-09",10,6
"P358","2015-10",16,12
"P358","2015-11",6,8
"P358","2015-12",10,10
"P358","2016-01",5,5
"P358","2016-02",2,3
"P358","2016-03",8,9
"P358","2016-04",14,8
"P358","2016-05",9,12
"P358","2016-06",7,7
"P358","2016-07",9,10
"P358","2016-08",86,7
"P358","2016-09",3,3
"P359","2013-03",1,1
"P359","2013-04",2649,1
"P359","2013-05",5,1
"P359","2013-06",61,5
"P359","2013-07",6,4
"P359","2013-08",1,1
"P359","2013-09",1,1
"P359","2013-10",22,2
"P359","2014-01",4,3
"P359","2014-02",3,1
"P359","2014-03",54,2
"P359","2014-04",23,3
"P359","2014-05",1033,5
"P359","2014-06",33,4
"P359","2014-07",160,9
"P359","2014-08",12201,6
"P359","2014-09",25,8
"P359","2014-10",35,13
"P359","2014-11",88,12
"P359","2014-12",43,10
"P359","2015-01",3850,13
"P359","2015-02",36,8
"P359","2015-03",129,8
"P359","2015-04",64,9
"P359","2015-05",61,11
"P359","2015-06",38,11
"P359","2015-07",60,8
"P359","2015-08",72,11
"P359","2015-09",26,8
"P359","2015-10",120,10
"P359","2015-11",98,7
"P359","2015-12",44,6
"P359","2016-01",108,5
"P359","2016-02",23,4
"P359","2016-03",4,4
"P359","2016-04",19,3
"P359","2016-05",18,6
"P359","2016-06",14,5
"P359","2016-07",85,8
"P359","2016-08",94,5
"P359","2016-09",20,6
"P36","2013-02",760,88
"P36","2013-03",895,53
"P36","2013-04",619,53
"P36","2013-05",4967,48
"P36","2013-06",195,40
"P36","2013-07",200,21
"P36","2013-08",189,33
"P36","2013-09",936,31
"P36","2013-10",139,25
"P36","2013-11",508,28
"P36","2013-12",199,22
"P36","2014-01",162,26
"P36","2014-02",57,21
"P36","2014-03",939,27
"P36","2014-04",4522,23
"P36","2014-05",451,28
"P36","2014-06",82,27
"P36","2014-07",44,20
"P36","2014-08",58,28
"P36","2014-09",38,17
"P36","2014-10",78,33
"P36","2014-11",150,35
"P36","2014-12",34,23
"P36","2015-01",224,29
"P36","2015-02",47,28
"P36","2015-03",50,21
"P36","2015-04",93,36
"P36","2015-05",341,41
"P36","2015-06",8520,27
"P36","2015-07",706,38
"P36","2015-08",2053,34
"P36","2015-09",324,34
"P36","2015-10",162,34
"P36","2015-11",1233,38
"P36","2015-12",522,25
"P36","2016-01",31,27
"P36","2016-02",1911,39
"P36","2016-03",1916,40
"P36","2016-04",2749,35
"P36","2016-05",2262,56
"P36","2016-06",1106,40
"P36","2016-07",712,25
"P36","2016-08",163,33
"P36","2016-09",123,48
"P36","2016-10",1,1
"P360","2013-03",26,9
"P360","2013-04",72411,38
"P360","2013-05",346,55
"P360","2013-06",460,52
"P360","2013-07",206,43
"P360","2013-08",679,43
"P360","2013-09",337,42
"P360","2013-10",808,55
"P360","2013-11",198,51
"P360","2013-12",533,56
"P360","2014-01",181,50
"P360","2014-02",328,63
"P360","2014-03",617,59
"P360","2014-04",640,64
"P360","2014-05",2960,73
"P360","2014-06",2531,65
"P360","2014-07",13819,83
"P360","2014-08",2534,86
"P360","2014-09",594,62
"P360","2014-10",3029,76
"P360","2014-11",760,75
"P360","2014-12",1845,64
"P360","2015-01",10327,80
"P360","2015-02",8403,59
"P360","2015-03",3862,84
"P360","2015-04",617,82
"P360","2015-05",931,87
"P360","2015-06",1262,81
"P360","2015-07",4348,79
"P360","2015-08",723,76
"P360","2015-09",32316,83
"P360","2015-10",48103,107
"P360","2015-11",1849,89
"P360","2015-12",483,99
"P360","2016-01",715,98
"P360","2016-02",652,105
"P360","2016-03",1713,109
"P360","2016-04",1685,85
"P360","2016-05",1234,96
"P360","2016-06",911,89
"P360","2016-07",1111,86
"P360","2016-08",8469,104
"P360","2016-09",2042,102
"P360","2016-10",4,4
"P361","2013-03",120,14
"P361","2013-04",4793,87
"P361","2013-05",2318,77
"P361","2013-06",897,96
"P361","2013-07",1011,98
"P361","2013-08",17665,92
"P361","2013-09",3740,94
"P361","2013-10",2902,116
"P361","2013-11",8125,120
"P361","2013-12",1368,125
"P361","2014-01",2144,116
"P361","2014-02",2207,125
"P361","2014-03",5492,124
"P361","2014-04",2079,136
"P361","2014-05",7083,137
"P361","2014-06",5181,128
"P361","2014-07",3600,151
"P361","2014-08",2696,160
"P361","2014-09",5773,148
"P361","2014-10",5156,153
"P361","2014-11",8047,176
"P361","2014-12",3814,165
"P361","2015-01",12117,188
"P361","2015-02",2110,199
"P361","2015-03",2162,206
"P361","2015-04",2512,198
"P361","2015-05",3936,215
"P361","2015-06",6667,227
"P361","2015-07",6614,214
"P361","2015-08",2827,245
"P361","2015-09",6320,240
"P361","2015-10",8942,289
"P361","2015-11",6935,258
"P361","2015-12",7897,218
"P361","2016-01",13500,281
"P361","2016-02",10295,259
"P361","2016-03",5547,287
"P361","2016-04",22854,285
"P361","2016-05",16843,273
"P361","2016-06",10480,290
"P361","2016-07",4576,279
"P361","2016-08",5889,313
"P361","2016-09",8942,291
"P361","2016-10",94,25
"P362","2013-03",4,2
"P363","2013-03",3,2
"P364","2013-03",73,7
"P364","2013-04",31798,55
"P364","2013-05",32312,82
"P364","2013-06",1386,89
"P364","2013-07",529,77
"P364","2013-08",7446,61
"P364","2013-09",229,68
"P364","2013-10",2367,68
"P364","2013-11",3363,68
"P364","2013-12",139,60
"P364","2014-01",1760,78
"P364","2014-02",458,77
"P364","2014-03",552,76
"P364","2014-04",545,59
"P364","2014-05",3998,85
"P364","2014-06",587,106
"P364","2014-07",3169,145
"P364","2014-08",9451,109
"P364","2014-09",880,163
"P364","2014-10",1413,133
"P364","2014-11",603,132
"P364","2014-12",2792,124
"P364","2015-01",12329,141
"P364","2015-02",4170,169
"P364","2015-03",14248,186
"P364","2015-04",7076,197
"P364","2015-05",2665,196
"P364","2015-06",7925,183
"P364","2015-07",1213,201
"P364","2015-08",2148,226
"P364","2015-09",7683,260
"P364","2015-10",23193,271
"P364","2015-11",10335,221
"P364","2015-12",62762,211
"P364","2016-01",21080,304
"P364","2016-02",7393,269
"P364","2016-03",2228,265
"P364","2016-04",3244,248
"P364","2016-05",5973,286
"P364","2016-06",267264,240
"P364","2016-07",35596,276
"P364","2016-08",16032,301
"P364","2016-09",65653,292
"P364","2016-10",85,19
"P365","2013-03",6,2
"P366","2013-03",6,2
"P366","2013-04",14,4
"P366","2013-05",42,3
"P366","2013-06",24,7
"P366","2013-07",5,5
"P366","2013-08",11,5
"P366","2013-09",38,6
"P366","2013-10",12,5
"P366","2013-11",11,9
"P366","2013-12",90,14
"P366","2014-01",312,7
"P366","2014-02",623,10
"P366","2014-03",267,7
"P366","2014-04",40,8
"P366","2014-05",61,11
"P366","2014-06",119,10
"P366","2014-07",182,19
"P366","2014-08",264,16
"P366","2014-09",340,20
"P366","2014-10",204,21
"P366","2014-11",423,27
"P366","2014-12",100,20
"P366","2015-01",437,30
"P366","2015-02",524,26
"P366","2015-03",52,26
"P366","2015-04",132,22
"P366","2015-05",91,26
"P366","2015-06",96,25
"P366","2015-07",83,27
"P366","2015-08",136,24
"P366","2015-09",100,24
"P366","2015-10",12294,27
"P366","2015-11",171,36
"P366","2015-12",73,29
"P366","2016-01",66,33
"P366","2016-02",41,28
"P366","2016-03",90,35
"P366","2016-04",86,30
"P366","2016-05",54,25
"P366","2016-06",284,32
"P366","2016-07",648,40
"P366","2016-08",106,36
"P366","2016-09",452,48
"P366","2016-10",202,6
"P367","2013-03",40,2
"P367","2013-04",2,1
"P367","2013-05",2,2
"P367","2013-06",1,1
"P367","2014-01",1,1
"P367","2014-04",1,1
"P367","2014-05",1,1
"P368","2013-03",1,3
"P368","2013-04",1,1
"P368","2013-05",3,1
"P368","2014-03",1,1
"P368","2014-04",1,1
"P368","2014-10",1,1
"P368","2015-05",1,1
"P368","2015-08",1,1
"P368","2016-04",1,1
"P368","2016-07",3,2
"P369","2013-03",1,6
"P369","2013-04",2,5
"P369","2013-05",5,7
"P369","2013-06",4,6
"P369","2013-07",1,3
"P369","2013-08",2,4
"P369","2014-02",1,1
"P369","2014-03",1,1
"P369","2014-04",5,2
"P369","2014-05",1,2
"P369","2015-06",3,1
"P369","2015-07",2,2
"P369","2015-09",1,4
"P369","2015-10",1,1
"P369","2015-11",1,1
"P369","2016-07",1,1
"P37","2013-02",341,65
"P37","2013-03",69,31
"P37","2013-04",55,31
"P37","2013-05",71,17
"P37","2013-06",20,17
"P37","2013-07",17,15
"P37","2013-08",14,15
"P37","2013-09",1928,9
"P37","2013-10",12,8
"P37","2013-11",8,9
"P37","2013-12",9,7
"P37","2014-01",9,7
"P37","2014-02",30,7
"P37","2014-03",18,14
"P37","2014-04",10,5
"P37","2014-05",12,11
"P37","2014-06",3,3
"P37","2014-07",12,5
"P37","2014-08",3,3
"P37","2014-09",12,10
"P37","2014-10",12,8
"P37","2014-11",16,12
"P37","2014-12",8,7
"P37","2015-01",17,16
"P37","2015-02",7,9
"P37","2015-03",17,11
"P37","2015-04",95,22
"P37","2015-05",214,21
"P37","2015-06",24,13
"P37","2015-07",26,19
"P37","2015-08",16,8
"P37","2015-09",48,24
"P37","2015-10",75,17
"P37","2015-11",31,13
"P37","2015-12",19,11
"P37","2016-01",24,11
"P37","2016-02",26,15
"P37","2016-03",13,13
"P37","2016-04",12,10
"P37","2016-05",26,15
"P37","2016-06",17,19
"P37","2016-07",24,13
"P37","2016-08",118,25
"P37","2016-09",17,7
"P37","2016-10",2,2
"P370","2013-03",2,4
"P370","2013-04",13,9
"P370","2013-05",17,7
"P370","2013-06",10,2
"P370","2013-07",9,2
"P370","2013-08",10,6
"P370","2013-09",8,7
"P370","2013-10",9,3
"P370","2013-11",8,3
"P370","2013-12",8,1
"P370","2014-01",6,1
"P370","2014-02",8,6
"P370","2014-03",16,3
"P370","2014-04",7,2
"P370","2014-08",1,1
"P370","2014-09",2,2
"P370","2015-01",1,1
"P370","2015-09",1,1
"P370","2015-12",1,2
"P370","2016-02",1,1
"P370","2016-03",1,1
"P370","2016-04",3,2
"P370","2016-05",1,1
"P370","2016-07",1,2
"P371","2013-03",1,1
"P371","2013-04",7,6
"P371","2013-05",322,9
"P371","2013-06",5,5
"P371","2013-07",7,2
"P371","2013-08",11,3
"P371","2013-09",5,3
"P371","2013-10",5,3
"P371","2013-11",23,9
"P371","2013-12",37,4
"P371","2014-01",20,3
"P371","2014-02",14,5
"P371","2014-03",13,6
"P371","2014-04",23,9
"P371","2014-05",13,6
"P371","2014-06",20,6
"P371","2014-07",13,6
"P371","2014-08",7,3
"P371","2014-09",15,7
"P371","2014-10",93,10
"P371","2014-11",50,10
"P371","2014-12",41,14
"P371","2015-01",56,15
"P371","2015-02",21,12
"P371","2015-03",26,14
"P371","2015-04",43,19
"P371","2015-05",97,10
"P371","2015-06",121,12
"P371","2015-07",31,17
"P371","2015-08",39,17
"P371","2015-09",43,14
"P371","2015-10",28,17
"P371","2015-11",91,15
"P371","2015-12",12,7
"P371","2016-01",60,20
"P371","2016-02",21,12
"P371","2016-03",30,17
"P371","2016-04",33,13
"P371","2016-05",38,16
"P371","2016-06",74,17
"P371","2016-07",23,11
"P371","2016-08",78,13
"P371","2016-09",47,16
"P371","2016-10",1,1
"P373","2013-03",6590,10
"P373","2013-04",377901,446
"P373","2013-05",237263,495
"P373","2013-06",111082,426
"P373","2013-07",44269,400
"P373","2013-08",45625,415
"P373","2013-09",12870,442
"P373","2013-10",4835,453
"P373","2013-11",7004,456
"P373","2013-12",22884,457
"P373","2014-01",54703,482
"P373","2014-02",9513,404
"P373","2014-03",8852,408
"P373","2014-04",7737,444
"P373","2014-05",5465,448
"P373","2014-06",5195,445
"P373","2014-07",11548,445
"P373","2014-08",15440,492
"P373","2014-09",5904,478
"P373","2014-10",8129,520
"P373","2014-11",11598,522
"P373","2014-12",18158,585
"P373","2015-01",12812,667
"P373","2015-02",14794,655
"P373","2015-03",25730,813
"P373","2015-04",9546,990
"P373","2015-05",10037,1041
"P373","2015-06",10052,943
"P373","2015-07",8119,829
"P373","2015-08",14900,897
"P373","2015-09",46229,953
"P373","2015-10",15848,992
"P373","2015-11",172236,990
"P373","2015-12",54527,921
"P373","2016-01",16922,1110
"P373","2016-02",10673,967
"P373","2016-03",25825,1010
"P373","2016-04",36454,1062
"P373","2016-05",13706,1044
"P373","2016-06",11910,977
"P373","2016-07",9198,942
"P373","2016-08",15711,1019
"P373","2016-09",33030,1055
"P373","2016-10",1086,97
"P374","2013-03",3,1
"P374","2013-04",36637,10
"P374","2013-05",7,5
"P374","2013-06",6,1
"P374","2013-07",1,1
"P374","2013-08",4,2
"P374","2013-09",46,2
"P374","2013-12",10,1
"P374","2014-02",213,5
"P374","2014-03",2,2
"P374","2014-05",1,1
"P374","2014-06",2,2
"P374","2014-07",2,2
"P374","2014-09",2,2
"P374","2014-11",7,4
"P374","2014-12",1,1
"P374","2015-02",4,3
"P374","2015-03",3,2
"P374","2015-04",2,2
"P374","2015-05",3,2
"P374","2015-06",1,2
"P374","2015-07",24,3
"P374","2015-08",9,5
"P374","2015-09",4,2
"P374","2015-10",3,2
"P374","2015-11",6,5
"P374","2015-12",9,3
"P374","2016-01",74,5
"P374","2016-02",4,4
"P374","2016-03",6,5
"P374","2016-04",5,5
"P374","2016-05",2,2
"P374","2016-07",4,1
"P374","2016-08",4,4
"P374","2016-09",20,2
"P375","2013-03",9,1
"P375","2013-04",15,2
"P375","2013-05",10,4
"P375","2013-06",9,1
"P375","2013-07",3,2
"P375","2013-08",4278,2
"P375","2013-09",243,5
"P375","2013-10",7,1
"P375","2013-11",68,6
"P375","2013-12",98,4
"P375","2014-01",36,6
"P375","2014-02",5,1
"P375","2014-03",18,4
"P375","2014-04",384,3
"P375","2014-05",43,2
"P375","2014-06",12,4
"P375","2014-07",2,1
"P375","2014-08",4,1
"P375","2014-09",7,2
"P375","2014-10",100,2
"P375","2014-11",13,1
"P375","2014-12",30,2
"P375","2015-01",10,2
"P375","2015-02",6,1
"P375","2015-03",10,5
"P375","2015-04",1,1
"P375","2015-05",14,2
"P375","2015-06",6,2
"P375","2015-07",4,1
"P375","2015-08",16,2
"P375","2015-09",5,3
"P375","2015-11",47,2
"P375","2015-12",9,5
"P375","2016-01",120,2
"P375","2016-03",6,4
"P375","2016-04",8,2
"P375","2016-05",2,1
"P375","2016-06",4,3
"P375","2016-07",13,3
"P375","2016-08",4,3
"P375","2016-09",12,4
"P376","2013-03",1,1
"P376","2013-04",5,3
"P376","2013-05",1,1
"P376","2013-06",1,1
"P376","2013-07",19,3
"P376","2013-08",525,3
"P376","2013-09",10,2
"P376","2013-10",5,1
"P376","2013-11",238,4
"P376","2013-12",1059,4
"P376","2014-01",1,1
"P376","2014-02",841,4
"P376","2014-03",18,2
"P376","2014-04",36,2
"P376","2014-05",3,1
"P376","2014-06",3,3
"P376","2014-07",15,5
"P376","2014-08",3,2
"P376","2014-09",2,1
"P376","2014-10",5,4
"P376","2014-11",6,5
"P376","2014-12",2,2
"P376","2015-01",3,3
"P376","2015-02",1,1
"P376","2015-03",25,3
"P376","2015-04",353,4
"P376","2015-05",71,2
"P376","2015-06",3,2
"P376","2015-07",60,5
"P376","2015-08",248,4
"P376","2015-09",4,3
"P376","2015-10",316,4
"P376","2015-11",21,5
"P376","2015-12",19,4
"P376","2016-01",6,5
"P376","2016-02",19,4
"P376","2016-03",91,9
"P376","2016-04",67,5
"P376","2016-05",2051,6
"P376","2016-06",1516,4
"P376","2016-07",1702,11
"P376","2016-08",8,6
"P376","2016-09",33,5
"P376","2016-10",1,1
"P377","2013-03",751,2
"P377","2013-04",264,4
"P377","2013-05",16,4
"P377","2013-06",82,3
"P377","2013-07",428,3
"P377","2013-08",3115,2
"P377","2013-09",148,3
"P377","2013-10",6,2
"P377","2013-11",34,3
"P377","2013-12",22,2
"P377","2014-01",13,3
"P377","2014-02",9,1
"P377","2014-03",20,3
"P377","2014-04",255,2
"P377","2014-05",41,3
"P377","2014-06",11,5
"P377","2014-07",1,1
"P377","2014-08",6,1
"P377","2014-09",7,3
"P377","2014-10",100,2
"P377","2014-11",5,2
"P377","2014-12",25,2
"P377","2015-01",3,2
"P377","2015-02",5,1
"P377","2015-03",6,2
"P377","2015-04",2,2
"P377","2015-05",13,3
"P377","2015-06",2,2
"P377","2015-07",2,2
"P377","2015-08",10,1
"P377","2015-09",5,3
"P377","2015-10",2,1
"P377","2015-11",51,3
"P377","2015-12",6,1
"P377","2016-01",17,2
"P377","2016-03",7,2
"P377","2016-06",7,2
"P377","2016-07",7,2
"P377","2016-08",6,1
"P377","2016-09",3,3
"P378","2013-04",14,10
"P38","2013-02",205,49
"P38","2013-03",62,11
"P38","2013-04",8,8
"P38","2013-05",16,5
"P38","2013-06",5,5
"P38","2013-07",4,4
"P38","2013-08",5,5
"P38","2013-09",7,3
"P38","2013-10",68,8
"P38","2013-11",4,5
"P38","2013-12",4,3
"P38","2014-01",97,8
"P38","2014-02",2,1
"P38","2014-03",347,6
"P38","2014-04",5,5
"P38","2014-05",1,2
"P38","2014-06",2,2
"P38","2014-07",4,4
"P38","2014-09",1,1
"P38","2014-10",3,2
"P38","2014-11",4,4
"P38","2014-12",4,4
"P38","2015-01",3,3
"P38","2015-02",2,3
"P38","2015-03",10,4
"P38","2015-04",67,7
"P38","2015-05",20,9
"P38","2015-06",13,5
"P38","2015-07",9,4
"P38","2015-08",12,5
"P38","2015-09",11,5
"P38","2015-10",32,10
"P38","2015-11",17,5
"P38","2015-12",24,6
"P38","2016-01",18,5
"P38","2016-02",7,6
"P38","2016-03",6,7
"P38","2016-04",9,7
"P38","2016-05",7,8
"P38","2016-06",10,7
"P38","2016-07",3,4
"P38","2016-08",36,6
"P38","2016-09",14,8
"P380","2013-04",29,4
"P380","2013-05",45,8
"P380","2013-06",19,6
"P380","2013-07",7,4
"P380","2013-08",41,7
"P380","2013-09",9,6
"P380","2013-10",18,5
"P380","2013-11",19,4
"P380","2013-12",4473,6
"P380","2014-01",33,9
"P380","2014-02",8,6
"P380","2014-03",11561,7
"P380","2014-04",11,9
"P380","2014-05",25,12
"P380","2014-06",5,5
"P380","2014-07",135,8
"P380","2014-08",151,14
"P380","2014-09",141,10
"P380","2014-10",101,10
"P380","2014-11",68,12
"P380","2014-12",130,9
"P380","2015-01",143,11
"P380","2015-02",464,13
"P380","2015-03",99,14
"P380","2015-04",346,11
"P380","2015-05",394,14
"P380","2015-06",279,12
"P380","2015-07",63,10
"P380","2015-08",88,15
"P380","2015-09",162,19
"P380","2015-10",173,13
"P380","2015-11",164,13
"P380","2015-12",38,10
"P380","2016-01",508,14
"P380","2016-02",20308,11
"P380","2016-03",5982,18
"P380","2016-04",166,19
"P380","2016-05",66,10
"P380","2016-06",40,7
"P380","2016-07",13,12
"P380","2016-08",24,9
"P380","2016-09",69,16
"P381","2013-04",25,3
"P381","2013-06",61,4
"P381","2013-07",1,1
"P381","2013-08",1876,4
"P381","2013-09",35,1
"P381","2013-10",2,2
"P381","2014-01",4,1
"P381","2014-04",3,3
"P381","2014-05",2,2
"P381","2014-06",1,1
"P381","2014-07",6,3
"P381","2014-09",105,2
"P381","2014-10",1,1
"P381","2014-11",5,3
"P381","2014-12",1,1
"P381","2015-01",1,1
"P381","2015-02",544,5
"P381","2015-03",5,4
"P381","2015-04",1,1
"P381","2015-05",5,2
"P381","2015-08",2,2
"P381","2015-09",10,3
"P381","2015-10",1,1
"P381","2015-12",3,2
"P381","2016-01",2,2
"P381","2016-03",2,1
"P381","2016-06",2,2
"P381","2016-07",11,3
"P381","2016-08",1,1
"P381","2016-09",8,2
"P382","2013-04",407,5
"P382","2013-05",6,1
"P382","2013-06",1,1
"P382","2013-08",2,2
"P382","2013-10",1,1
"P382","2013-11",1,1
"P382","2014-03",1,1
"P382","2014-05",1,1
"P382","2014-07",1,1
"P382","2014-12",3,2
"P382","2015-01",1,1
"P382","2015-03",2,1
"P382","2015-09",1,1
"P382","2015-12",2,1
"P382","2016-06",1,1
"P382","2016-07",1,1
"P383","2013-04",2,1
"P384","2013-04",2,1
"P385","2013-04",1,1
"P386","2013-04",1,1
"P387","2013-07",1,1
"P387","2013-08",1,1
"P387","2013-09",2,2
"P387","2013-11",6,3
"P387","2013-12",1,1
"P387","2014-01",1,1
"P387","2014-02",2,1
"P387","2014-03",4,4
"P387","2014-04",3,2
"P387","2014-05",2,2
"P387","2014-06",1,1
"P387","2014-09",1,1
"P387","2015-01",3,5
"P387","2015-02",1,1
"P387","2015-05",1,1
"P388","2013-04",37,8
"P39","2013-02",248,58
"P39","2013-03",597,62
"P39","2013-04",594,57
"P39","2013-05",12358,41
"P39","2013-06",2551,58
"P39","2013-07",571,38
"P39","2013-08",784,46
"P39","2013-09",520,42
"P39","2013-10",8110,54
"P39","2013-11",376,48
"P39","2013-12",1054,60
"P39","2014-01",605,56
"P39","2014-02",2778,56
"P39","2014-03",5293,67
"P39","2014-04",3444,70
"P39","2014-05",26272,73
"P39","2014-06",7215,91
"P39","2014-07",17230,85
"P39","2014-08",24634,86
"P39","2014-09",29680,99
"P39","2014-10",11378,89
"P39","2014-11",16844,102
"P39","2014-12",10459,92
"P39","2015-01",11723,96
"P39","2015-02",11582,94
"P39","2015-03",8207,108
"P39","2015-04",4565,108
"P39","2015-05",5892,113
"P39","2015-06",5551,151
