"stat_property","month_edit","no_item","no_user"
"P39","2015-07",6807,134
"P39","2015-08",6203,152
"P39","2015-09",12596,174
"P39","2015-10",10299,193
"P39","2015-11",3804,179
"P39","2015-12",7466,160
"P39","2016-01",1682,178
"P39","2016-02",3889,183
"P39","2016-03",3125,167
"P39","2016-04",4161,171
"P39","2016-05",8131,185
"P39","2016-06",6406,192
"P39","2016-07",4109,177
"P39","2016-08",7258,201
"P39","2016-09",4967,212
"P39","2016-10",137,13
"P392","2013-04",4,3
"P392","2013-05",11,5
"P392","2013-06",35,7
"P392","2013-07",6,6
"P392","2013-08",21,4
"P392","2013-09",12,3
"P392","2013-10",56,10
"P392","2013-11",17,11
"P392","2013-12",12,7
"P392","2014-01",22,12
"P392","2014-02",576,26
"P392","2014-03",41,16
"P392","2014-04",88,14
"P392","2014-05",14,4
"P392","2014-06",2,2
"P392","2014-07",8,6
"P392","2014-08",19,11
"P392","2014-09",19,8
"P392","2014-10",23,16
"P392","2014-11",14,10
"P392","2014-12",32,12
"P392","2015-01",1,1
"P392","2015-03",1,1
"P392","2015-04",1,1
"P393","2013-04",142,3
"P393","2013-05",5,4
"P393","2013-06",8,8
"P393","2013-07",244,5
"P393","2013-08",4,3
"P393","2013-09",3,2
"P393","2013-10",5,5
"P393","2013-11",10,5
"P393","2013-12",10,6
"P393","2014-01",10,6
"P393","2014-02",5,3
"P393","2014-03",9,6
"P393","2014-04",6,3
"P393","2014-06",1,1
"P393","2014-07",4,4
"P393","2014-08",12,9
"P393","2014-09",5,4
"P393","2014-10",6,6
"P393","2014-11",13,7
"P393","2014-12",85,9
"P393","2015-01",5,4
"P393","2015-02",60,13
"P393","2015-03",50,12
"P393","2015-04",41,10
"P393","2015-05",107,10
"P393","2015-06",125,11
"P393","2015-07",206,10
"P393","2015-08",180,14
"P393","2015-09",133,12
"P393","2015-10",98,16
"P393","2015-11",229,17
"P393","2015-12",51,10
"P393","2016-01",218,26
"P393","2016-02",192,23
"P393","2016-03",138,27
"P393","2016-04",145,23
"P393","2016-05",156,25
"P393","2016-06",380,25
"P393","2016-07",154,29
"P393","2016-08",412,25
"P393","2016-09",3300,18
"P393","2016-10",5,3
"P394","2013-04",10,2
"P395","2013-04",37,10
"P395","2013-05",252,11
"P395","2013-06",85,9
"P395","2013-07",5,4
"P395","2013-08",147,12
"P395","2013-09",42,6
"P395","2013-10",46,7
"P395","2013-11",81,3
"P395","2013-12",265,15
"P395","2014-01",15,4
"P395","2014-02",4,4
"P395","2014-03",7,4
"P395","2014-04",7774,6
"P395","2014-05",2,1
"P395","2014-06",8,8
"P395","2014-07",12,7
"P395","2014-08",7,7
"P395","2014-09",27,4
"P395","2014-10",25,7
"P395","2014-11",32,6
"P395","2014-12",41,7
"P395","2015-01",25,12
"P395","2015-02",30,6
"P395","2015-03",13,6
"P395","2015-04",16,5
"P395","2015-05",246,14
"P395","2015-06",70,8
"P395","2015-07",31,9
"P395","2015-08",8,5
"P395","2015-09",26,5
"P395","2015-10",55,8
"P395","2015-11",25,9
"P395","2015-12",20,3
"P395","2016-01",22,8
"P395","2016-02",12,7
"P395","2016-03",9,8
"P395","2016-04",10,4
"P395","2016-05",7540,10
"P395","2016-06",2204,13
"P395","2016-07",105,18
"P395","2016-08",19,8
"P395","2016-09",42,12
"P396","2013-04",4,2
"P396","2013-05",1372,4
"P396","2013-06",10,4
"P396","2013-07",73,4
"P396","2013-08",38,2
"P396","2013-09",49,2
"P396","2013-10",16,8
"P396","2013-11",274,19
"P396","2013-12",212,15
"P396","2014-01",215,16
"P396","2014-02",68,12
"P396","2014-03",107,19
"P396","2014-04",132,16
"P396","2014-05",133,20
"P396","2014-06",121,14
"P396","2014-07",207,23
"P396","2014-08",173,15
"P396","2014-09",142,18
"P396","2014-10",148,19
"P396","2014-11",128,26
"P396","2014-12",79,19
"P396","2015-01",181,25
"P396","2015-02",118,28
"P396","2015-03",187,39
"P396","2015-04",130,26
"P396","2015-05",6148,35
"P396","2015-06",1581,40
"P396","2015-07",966,38
"P396","2015-08",575,36
"P396","2015-09",364,33
"P396","2015-10",494,76
"P396","2015-11",616,65
"P396","2015-12",497,43
"P396","2016-01",1580,53
"P396","2016-02",383,56
"P396","2016-03",296,41
"P396","2016-04",499,44
"P396","2016-05",2592,34
"P396","2016-06",128,27
"P396","2016-07",117,34
"P396","2016-08",270,31
"P396","2016-09",78,31
"P396","2016-10",2,2
"P397","2013-04",106,7
"P397","2013-05",35,6
"P397","2013-06",53,7
"P397","2013-07",218,7
"P397","2013-08",168,6
"P397","2013-09",35,5
"P397","2013-10",40,4
"P397","2013-11",13,2
"P397","2013-12",38,2
"P397","2014-01",3,2
"P397","2014-02",1,1
"P397","2014-03",4,3
"P397","2014-04",10,7
"P397","2014-05",6,5
"P397","2014-06",3,4
"P397","2014-07",1,1
"P397","2014-08",251,3
"P397","2014-09",122,1
"P397","2014-10",5,2
"P397","2014-11",4,2
"P397","2014-12",3,3
"P397","2015-01",11,5
"P397","2015-02",1,1
"P397","2015-03",12,5
"P397","2015-04",19,2
"P397","2015-05",10,3
"P397","2015-06",34,4
"P397","2015-07",3,4
"P397","2015-08",2,2
"P397","2015-09",1,1
"P397","2015-10",40,4
"P397","2015-11",4,4
"P397","2015-12",20,5
"P397","2016-01",5,4
"P397","2016-03",11,4
"P397","2016-04",6,4
"P397","2016-05",2,2
"P397","2016-06",2,2
"P397","2016-07",1,1
"P397","2016-08",59,3
"P397","2016-09",11,4
"P398","2013-04",21,1
"P398","2013-05",26,3
"P398","2013-06",23,2
"P398","2013-07",47,4
"P398","2013-08",22,3
"P398","2013-09",18,2
"P398","2013-10",21,2
"P398","2013-11",10,1
"P398","2013-12",4,1
"P398","2014-02",2,2
"P398","2014-03",2,2
"P398","2014-04",1,1
"P398","2014-05",3,3
"P398","2014-06",2,2
"P398","2014-08",54,3
"P398","2014-09",19,1
"P398","2014-11",2,3
"P398","2014-12",1,1
"P398","2015-01",3,2
"P398","2015-02",1,1
"P398","2015-03",2,2
"P398","2015-04",1,1
"P398","2015-05",2,2
"P398","2015-06",3,3
"P398","2015-07",1,1
"P398","2015-08",1,1
"P398","2015-09",79,2
"P398","2015-10",1,2
"P398","2015-11",1,1
"P398","2015-12",2,2
"P398","2016-01",2,2
"P398","2016-03",1,1
"P398","2016-04",1,1
"P398","2016-05",1,1
"P398","2016-07",1,1
"P398","2016-08",1,1
"P398","2016-09",1,1
"P399","2013-04",5,1
"P399","2013-06",4,1
"P399","2013-09",9,1
"P399","2014-02",2,1
"P399","2014-03",3,1
"P399","2014-05",2,1
"P399","2014-09",2,1
"P399","2014-11",2,1
"P399","2014-12",2,1
"P399","2015-07",2,1
"P399","2016-05",2,2
"P40","2013-02",2938,106
"P40","2013-03",5873,123
"P40","2013-04",1321,95
"P40","2013-05",1321,102
"P40","2013-06",1344,76
"P40","2013-07",669,72
"P40","2013-08",644,74
"P40","2013-09",434,71
"P40","2013-10",424,70
"P40","2013-11",2688,86
"P40","2013-12",1088,82
"P40","2014-01",659,86
"P40","2014-02",632,90
"P40","2014-03",583,103
"P40","2014-04",669,100
"P40","2014-05",532,78
"P40","2014-06",451,92
"P40","2014-07",723,116
"P40","2014-08",583,109
"P40","2014-09",1240,116
"P40","2014-10",3540,113
"P40","2014-11",1000,114
"P40","2014-12",843,132
"P40","2015-01",991,126
"P40","2015-02",2009,142
"P40","2015-03",2059,155
"P40","2015-04",2015,153
"P40","2015-05",1389,136
"P40","2015-06",1236,162
"P40","2015-07",2763,159
"P40","2015-08",1331,195
"P40","2015-09",2726,195
"P40","2015-10",4256,219
"P40","2015-11",2210,223
"P40","2015-12",3926,199
"P40","2016-01",2217,221
"P40","2016-02",3221,236
"P40","2016-03",1544,207
"P40","2016-04",1620,201
"P40","2016-05",1663,209
"P40","2016-06",2241,213
"P40","2016-07",2491,211
"P40","2016-08",1626,232
"P40","2016-09",3130,207
"P40","2016-10",227,20
"P400","2013-04",2854,20
"P400","2013-05",48,17
"P400","2013-06",36,18
"P400","2013-07",65,15
"P400","2013-08",37,17
"P400","2013-09",93,19
"P400","2013-10",43,15
"P400","2013-11",24,11
"P400","2013-12",21,9
"P400","2014-01",59,15
"P400","2014-02",2690,26
"P400","2014-03",10051,22
"P400","2014-04",5336,18
"P400","2014-05",877,34
"P400","2014-06",133,56
"P400","2014-07",55,30
"P400","2014-08",853,29
"P400","2014-09",165,19
"P400","2014-10",37,26
"P400","2014-11",1622,43
"P400","2014-12",1730,38
"P400","2015-01",1535,35
"P400","2015-02",75,31
"P400","2015-03",55,25
"P400","2015-04",170,30
"P400","2015-05",76,35
"P400","2015-06",93,33
"P400","2015-07",31,24
"P400","2015-08",106,33
"P400","2015-09",46,27
"P400","2015-10",1487,37
"P400","2015-11",73,47
"P400","2015-12",36,28
"P400","2016-01",1136,30
"P400","2016-02",114,31
"P400","2016-03",103,45
"P400","2016-04",69,43
"P400","2016-05",47,34
"P400","2016-06",46,40
"P400","2016-07",87,44
"P400","2016-08",80,54
"P400","2016-09",92,48
"P400","2016-10",1,1
"P402","2013-04",158,25
"P402","2013-05",109,24
"P402","2013-06",129,18
"P402","2013-07",130,23
"P402","2013-08",202,23
"P402","2013-09",37,16
"P402","2013-10",173,13
"P402","2013-11",73,15
"P402","2013-12",47,12
"P402","2014-01",207,16
"P402","2014-02",42,19
"P402","2014-03",36,20
"P402","2014-04",54,16
"P402","2014-05",51,15
"P402","2014-06",34,8
"P402","2014-07",13,7
"P402","2014-08",68,8
"P402","2014-09",40,13
"P402","2014-10",52,12
"P402","2014-11",51,11
"P402","2014-12",273,15
"P402","2015-01",10384,21
"P402","2015-02",37,21
"P402","2015-03",76,22
"P402","2015-04",54,16
"P402","2015-05",85,15
"P402","2015-06",174,15
"P402","2015-07",2886,24
"P402","2015-08",99,22
"P402","2015-09",37,15
"P402","2015-10",51,21
"P402","2015-11",128,14
"P402","2015-12",261,20
"P402","2016-01",54,22
"P402","2016-02",162,18
"P402","2016-03",115,26
"P402","2016-04",380,26
"P402","2016-05",85,16
"P402","2016-06",509,23
"P402","2016-07",7448,31
"P402","2016-08",149,31
"P402","2016-09",238,30
"P402","2016-10",5,1
"P403","2013-04",157,10
"P403","2013-05",159,15
"P403","2013-06",108,18
"P403","2013-07",20152,12
"P403","2013-08",25,10
"P403","2013-09",640,9
"P403","2013-10",651,13
"P403","2013-11",39,12
"P403","2013-12",58,12
"P403","2014-01",41,12
"P403","2014-02",83,13
"P403","2014-03",108,13
"P403","2014-04",27,10
"P403","2014-05",49,23
"P403","2014-06",28,10
"P403","2014-07",76,18
"P403","2014-08",57,19
"P403","2014-09",96,19
"P403","2014-10",98,20
"P403","2014-11",44,17
"P403","2014-12",355,18
"P403","2015-01",271,22
"P403","2015-02",132,21
"P403","2015-03",1369,33
"P403","2015-04",914,25
"P403","2015-05",731,21
"P403","2015-06",2119,22
"P403","2015-07",747,30
"P403","2015-08",3010,31
"P403","2015-09",296,23
"P403","2015-10",99,29
"P403","2015-11",195,20
"P403","2015-12",1614,33
"P403","2016-01",644,31
"P403","2016-02",916,27
"P403","2016-03",151,32
"P403","2016-04",248,23
"P403","2016-05",331,30
"P403","2016-06",162,29
"P403","2016-07",1436,28
"P403","2016-08",86,30
"P403","2016-09",360,33
"P403","2016-10",54,2
"P404","2013-04",14988,20
"P404","2013-05",9,5
"P404","2013-06",12,10
"P404","2013-07",14,9
"P404","2013-08",8,5
"P404","2013-09",3,3
"P404","2013-10",5,4
"P404","2013-11",8,7
"P404","2013-12",11,9
"P404","2014-01",16,7
"P404","2014-02",160,16
"P404","2014-03",74,11
"P404","2014-04",778,8
"P404","2014-05",715,17
"P404","2014-06",55,38
"P404","2014-07",35,21
"P404","2014-08",26,18
"P404","2014-09",20,9
"P404","2014-10",23,9
"P404","2014-11",21,18
"P404","2014-12",22,13
"P404","2015-01",46,10
"P404","2015-02",24,16
"P404","2015-03",17,14
"P404","2015-04",28,6
"P404","2015-05",13,10
"P404","2015-06",20,13
"P404","2015-07",15,15
"P404","2015-08",18,10
"P404","2015-09",483,8
"P404","2015-10",6982,13
"P404","2015-11",252,18
"P404","2015-12",18,12
"P404","2016-01",13,10
"P404","2016-02",7,5
"P404","2016-03",69,8
"P404","2016-04",125,17
"P404","2016-05",125,17
"P404","2016-06",15,12
"P404","2016-07",200,23
"P404","2016-08",28,18
"P404","2016-09",26,15
"P405","2013-04",2851,10
"P405","2013-05",5651,21
"P405","2013-06",7700,23
"P405","2013-07",237,17
"P405","2013-08",1682,12
"P405","2013-09",292,5
"P405","2013-10",790,11
"P405","2013-11",210,16
"P405","2013-12",41,13
"P405","2014-01",61,10
"P405","2014-02",147,15
"P405","2014-03",92,11
"P405","2014-04",165,9
"P405","2014-05",80,10
"P405","2014-06",70,11
"P405","2014-07",68,8
"P405","2014-08",47,9
"P405","2014-09",165,17
"P405","2014-10",70,13
"P405","2014-11",38,11
"P405","2014-12",4,4
"P405","2015-01",4,4
"P405","2015-02",6,2
"P405","2015-03",7,5
"P405","2015-04",2,1
"P405","2015-05",8,3
"P405","2015-06",3,2
"P405","2015-07",4,3
"P405","2015-08",9,9
"P405","2015-09",3,2
"P405","2015-10",7,4
"P405","2015-11",1,2
"P405","2015-12",1,1
"P405","2016-01",2,2
"P405","2016-02",14,5
"P405","2016-03",2,2
"P405","2016-04",2,2
"P405","2016-05",2,2
"P405","2016-07",1,1
"P405","2016-08",9936,5
"P405","2016-09",6,3
"P406","2013-04",41,8
"P406","2013-05",1,1
"P406","2013-06",3,3
"P406","2013-07",5,5
"P406","2013-08",3,2
"P406","2013-09",2,2
"P406","2013-10",14,1
"P406","2013-11",8,2
"P406","2013-12",3,3
"P406","2014-01",1,1
"P406","2014-02",2,2
"P406","2014-03",5,4
"P406","2014-05",4,2
"P406","2014-07",5,4
"P406","2014-08",4,4
"P406","2014-09",6,5
"P406","2014-10",3,3
"P406","2014-11",2,2
"P406","2014-12",7,3
"P406","2015-01",2,2
"P406","2015-02",4,3
"P406","2015-03",2,2
"P406","2015-04",5,3
"P406","2015-05",4,4
"P406","2015-06",8,4
"P406","2015-07",14,4
"P406","2015-08",11,5
"P406","2015-09",76,5
"P406","2015-10",5,3
"P406","2015-11",4,3
"P406","2015-12",9,6
"P406","2016-01",10,5
"P406","2016-02",5,4
"P406","2016-03",8,5
"P406","2016-04",3,3
"P406","2016-05",2,2
"P406","2016-07",1,1
"P406","2016-08",3,3
"P406","2016-09",3,2
"P406","2016-10",1,1
"P407","2013-04",17,14
"P407","2013-05",321,20
"P407","2013-06",467,13
"P407","2013-07",35,17
"P407","2013-08",45,23
"P407","2013-09",40,22
"P407","2013-10",48,26
"P407","2013-11",59,24
"P407","2013-12",47,25
"P407","2014-01",83,33
"P407","2014-02",1356,32
"P407","2014-03",205,33
"P407","2014-04",75,32
"P407","2014-05",202,37
"P407","2014-06",505,27
"P407","2014-07",171,29
"P407","2014-08",320,44
"P407","2014-09",367,53
"P407","2014-10",391,55
"P407","2014-11",2359,62
"P407","2014-12",254,53
"P407","2015-01",185,47
"P407","2015-02",408,49
"P407","2015-03",2123,50
"P407","2015-04",177310,75
"P407","2015-05",11216,66
"P407","2015-06",1233,53
"P407","2015-07",875,63
"P407","2015-08",611,84
"P407","2015-09",585,88
"P407","2015-10",3008,96
"P407","2015-11",1997,101
"P407","2015-12",3390,65
"P407","2016-01",662,102
"P407","2016-02",1604,90
"P407","2016-03",377,89
"P407","2016-04",17621,87
"P407","2016-05",673,85
"P407","2016-06",1581,76
"P407","2016-07",3173,90
"P407","2016-08",7639,102
"P407","2016-09",2276,105
"P407","2016-10",3,3
"P408","2013-04",24,6
"P408","2013-05",18,7
"P408","2013-06",9,5
"P408","2013-07",28,6
"P408","2013-08",12,4
"P408","2013-09",15,7
"P408","2013-10",10,7
"P408","2013-11",7,5
"P408","2013-12",7,4
"P408","2014-01",111,4
"P408","2014-02",35,5
"P408","2014-03",4,4
"P408","2014-04",1671,4
"P408","2014-05",299,4
"P408","2014-06",14,13
"P408","2014-07",3,2
"P408","2014-08",8,5
"P408","2014-09",6,4
"P408","2014-10",3,2
"P408","2014-11",5,3
"P408","2014-12",3,2
"P408","2015-01",12,7
"P408","2015-02",6,3
"P408","2015-03",6,5
"P408","2015-04",14,7
"P408","2015-05",5,4
"P408","2015-06",7,4
"P408","2015-07",13,6
"P408","2015-08",3,3
"P408","2015-09",5,3
"P408","2015-10",10,7
"P408","2015-11",4,5
"P408","2015-12",8,7
"P408","2016-01",4,4
"P408","2016-02",3,2
"P408","2016-03",3,3
"P408","2016-04",4,4
"P408","2016-05",7,4
"P408","2016-06",2,2
"P408","2016-07",10,9
"P408","2016-08",20,12
"P408","2016-09",13,8
"P409","2013-04",5,3
"P409","2013-05",21,5
"P409","2013-06",31,5
"P409","2013-07",65,3
"P409","2013-08",26,5
"P409","2013-09",46,6
"P409","2013-10",443,12
"P409","2013-11",421,13
"P409","2013-12",1278,15
"P409","2014-01",560,19
"P409","2014-02",264,23
"P409","2014-03",473,29
"P409","2014-04",469,26
"P409","2014-05",442,25
"P409","2014-06",295,25
"P409","2014-07",463,24
"P409","2014-08",401,25
"P409","2014-09",709,30
"P409","2014-10",423,35
"P409","2014-11",300,26
"P409","2014-12",328,36
"P409","2015-01",341,43
"P409","2015-02",244,40
"P409","2015-03",2685,49
"P409","2015-04",383,43
"P409","2015-05",1084,45
"P409","2015-06",824,51
"P409","2015-07",5439,56
"P409","2015-08",931,54
"P409","2015-09",643,54
"P409","2015-10",589,53
"P409","2015-11",610,52
"P409","2015-12",721,44
"P409","2016-01",490,59
"P409","2016-02",444,59
"P409","2016-03",453,57
"P409","2016-04",658,66
"P409","2016-05",1796,57
"P409","2016-06",581,52
"P409","2016-07",371,53
"P409","2016-08",563,57
"P409","2016-09",353,54
"P409","2016-10",13,11
"P41","2013-02",591,72
"P41","2013-03",527,52
"P41","2013-04",3173,45
"P41","2013-05",12428,39
"P41","2013-06",357,27
"P41","2013-07",104,23
"P41","2013-08",87,25
"P41","2013-09",68,25
"P41","2013-10",73,21
"P41","2013-11",491,21
"P41","2013-12",249,21
"P41","2014-01",93,18
"P41","2014-02",43,19
"P41","2014-03",3057,27
"P41","2014-04",1136,14
"P41","2014-05",56,22
"P41","2014-06",96,46
"P41","2014-07",119,37
"P41","2014-08",807,38
"P41","2014-09",139,30
"P41","2014-10",147,31
"P41","2014-11",110,40
"P41","2014-12",190,34
"P41","2015-01",476,36
"P41","2015-02",158,30
"P41","2015-03",213,37
"P41","2015-04",162,46
"P41","2015-05",182,40
"P41","2015-06",150,41
"P41","2015-07",100,30
"P41","2015-08",213,37
"P41","2015-09",178,53
"P41","2015-10",89,49
"P41","2015-11",138,56
"P41","2015-12",358,41
"P41","2016-01",260,50
"P41","2016-02",370,35
"P41","2016-03",220,45
"P41","2016-04",103,43
"P41","2016-05",242,52
"P41","2016-06",452,53
"P41","2016-07",435,45
"P41","2016-08",1747,55
"P41","2016-09",215,51
"P41","2016-10",6,3
"P410","2013-04",1862,14
"P410","2013-05",62,14
"P410","2013-06",42,13
"P410","2013-07",15,6
"P410","2013-08",40,16
"P410","2013-09",38,9
"P410","2013-10",28,20
"P410","2013-11",32,10
"P410","2013-12",27,14
"P410","2014-01",47,10
"P410","2014-02",29,14
"P410","2014-03",110,17
"P410","2014-04",61,13
"P410","2014-05",178,13
"P410","2014-06",1614,13
"P410","2014-07",72,19
"P410","2014-08",97,25
"P410","2014-09",96,28
"P410","2014-10",42,17
"P410","2014-11",97,31
"P410","2014-12",59,20
"P410","2015-01",204,25
"P410","2015-02",1020,19
"P410","2015-03",57,22
"P410","2015-04",52,24
"P410","2015-05",101,23
"P410","2015-06",202,37
"P410","2015-07",110,39
"P410","2015-08",122,29
"P410","2015-09",119,36
"P410","2015-10",262,48
"P410","2015-11",105,38
"P410","2015-12",1416,34
"P410","2016-01",138,50
"P410","2016-02",197,42
"P410","2016-03",276,47
"P410","2016-04",198,40
"P410","2016-05",166,50
"P410","2016-06",161,44
"P410","2016-07",2204,40
"P410","2016-08",7695,59
"P410","2016-09",7537,56
"P410","2016-10",2,2
"P411","2013-04",92,3
"P411","2013-05",4,4
"P411","2013-07",2,1
"P411","2013-08",2,2
"P411","2013-09",22,1
"P411","2013-10",7,3
"P411","2013-11",4,4
"P411","2014-01",2,1
"P411","2014-02",1,1
"P411","2014-03",83,3
"P411","2014-04",1722,4
"P411","2014-05",548,5
"P411","2014-06",13,4
"P411","2014-07",3,3
"P411","2014-08",10,6
"P411","2014-09",10,10
"P411","2014-10",12,8
"P411","2014-11",39,12
"P411","2014-12",20,16
"P411","2015-01",100,14
"P411","2015-02",999,17
"P411","2015-03",6,5
"P411","2015-04",4,4
"P411","2015-05",15,11
"P411","2015-06",7,8
"P411","2015-07",7,6
"P411","2015-08",13,10
"P411","2015-09",9,6
"P411","2015-10",9,7
"P411","2015-11",5,6
"P411","2015-12",2121,7
"P411","2016-01",705,10
"P411","2016-02",35,8
"P411","2016-03",38,8
"P411","2016-04",22,9
"P411","2016-05",13,10
"P411","2016-06",24,9
"P411","2016-07",10,4
"P411","2016-08",15,6
"P411","2016-09",19,15
"P412","2013-04",508,6
"P412","2013-05",12,6
"P412","2013-06",2,2
"P412","2013-07",4,3
"P412","2013-08",17,4
"P412","2013-09",6,4
"P412","2013-10",8,5
"P412","2013-11",3,3
"P412","2013-12",2,2
"P412","2014-02",2,2
"P412","2014-03",3,3
"P412","2014-04",4,4
"P412","2014-05",1,1
"P412","2014-06",4,4
"P412","2014-07",768,7
"P412","2014-08",131,8
"P412","2014-09",2672,11
"P412","2014-10",2176,9
"P412","2014-11",1726,13
"P412","2014-12",470,16
"P412","2015-01",208,13
"P412","2015-02",175,17
"P412","2015-03",28,20
"P412","2015-04",16,6
"P412","2015-05",34,8
"P412","2015-06",20,12
"P412","2015-07",28,16
"P412","2015-08",25,11
"P412","2015-09",28,20
"P412","2015-10",19,16
"P412","2015-11",20,17
"P412","2015-12",14,9
"P412","2016-01",9,9
"P412","2016-02",12,8
"P412","2016-03",91,20
"P412","2016-04",171,13
"P412","2016-05",16,15
"P412","2016-06",12,9
"P412","2016-07",11,12
"P412","2016-08",22,14
"P412","2016-09",20,14
"P412","2016-10",1,1
"P413","2013-04",6,6
"P413","2013-05",152,8
"P413","2013-06",45,4
"P413","2013-07",2570,9
"P413","2013-08",3725,11
"P413","2013-09",7,7
"P413","2013-10",63,10
"P413","2013-11",67,8
"P413","2013-12",33,15
"P413","2014-01",19,5
"P413","2014-02",31,5
"P413","2014-03",36,8
"P413","2014-04",83,10
"P413","2014-05",27,15
"P413","2014-06",25,14
"P413","2014-07",79,21
"P413","2014-08",61,12
"P413","2014-09",75,12
"P413","2014-10",60,11
"P413","2014-11",148,20
"P413","2014-12",891,17
"P413","2015-01",19,13
"P413","2015-02",911,18
"P413","2015-03",2457,13
"P413","2015-04",33,17
"P413","2015-05",61,19
"P413","2015-06",68,20
"P413","2015-07",76,22
"P413","2015-08",148,32
"P413","2015-09",202,36
"P413","2015-10",12572,38
"P413","2015-11",539,29
"P413","2015-12",70163,46
"P413","2016-01",64794,55
"P413","2016-02",26226,66
"P413","2016-03",2591,68
"P413","2016-04",4878,67
"P413","2016-05",565,60
"P413","2016-06",173,53
"P413","2016-07",2953,60
"P413","2016-08",8206,56
"P413","2016-09",223,70
"P413","2016-10",28,5
"P414","2013-04",523,10
"P414","2013-05",56,5
"P414","2013-06",393,7
"P414","2013-07",14,3
"P414","2013-08",9,6
"P414","2013-09",30,4
"P414","2013-10",750,13
"P414","2013-11",23,6
"P414","2013-12",4,3
"P414","2014-01",11,5
"P414","2014-02",4,3
"P414","2014-03",11,2
"P414","2014-04",5,3
"P414","2014-05",4,3
"P414","2014-06",56,10
"P414","2014-07",28,8
"P414","2014-08",19,7
"P414","2014-09",16,8
"P414","2014-10",7,6
"P414","2014-11",22,9
"P414","2014-12",1184,6
"P414","2015-01",17,8
"P414","2015-02",20,5
"P414","2015-03",13,14
"P414","2015-04",12,7
